ROI,T1w:T2w,5HT1a,5HT1b,5HT2a,5HT4,5HT6,5HTT,A4B2,CB1,D1,D2,DAT,GABAa,H3,M1,mGluR5,MOR,NET,NMDA,VAChT
7Networks_LH_Default_PFC_3,1.1692893505096436,37.057633614157034,0.5863946258680544,57.325126071934015,2.2995868368400574,0.5050014756313622,5.305208447614909,9.969120514886454,1.4440732867242378,20.021418466241258,0.3842036593680045,29.894093420447373,844.8073553716044,24.43093708528178,3.8924017894431984,1.469182022030873,33.39382882189404,0.0038687005579027775,6.70236920586928,0.20843314494249443
7Networks_LH_Default_PFC_4,1.2105367183685303,34.57869646197238,0.7677948072091751,59.02473242051366,2.3179930813376903,0.3708452850761239,4.368581539509422,10.411760519404451,1.4098951346673818,15.974416798844299,-0.20016015972926124,24.01398545548208,752.7113168807789,17.194520606802165,3.7928127237558176,-0.2493930485270444,29.092220833177848,-0.044549908223285195,5.300978014664758,-0.08449487662626039
7Networks_LH_Default_PFC_5,1.1833175420761108,29.977360806324302,0.2028346646975359,57.91713100770014,2.141006192784194,0.4055825197597361,3.5459199783053563,10.340975649707127,1.3526832354824847,11.060688398117904,-0.4265705646642864,22.48182460282663,659.7382787502153,20.057455968503735,3.743550598752029,-0.409211624090894,27.578700369479044,-0.05906207523868506,5.368185359665136,-0.2799672993507029
7Networks_LH_Default_PFC_6,1.2822840213775635,23.923553694649954,0.6721195901764547,56.51387261940489,2.031557056844605,0.45517891791562987,3.417647711911624,11.29438257607124,1.3533561225777215,8.849197049527769,-0.6277504442421258,23.756309904190935,692.8653466984315,19.113569193266013,3.7568877980588384,-0.46221803549746737,24.572344779458497,0.00618918427065331,4.980006668981956,-0.24664722487593235
7Networks_LH_Default_PFC_7,1.251077890396118,27.10547866919976,0.6922693665986449,58.89570776905028,2.1202807886193065,0.44425072420539974,3.4178993015513854,10.781351872362475,1.299615011674211,11.852720770227887,-0.624734559915791,24.700519072491186,758.8410058876193,18.732066748880815,3.4829687370697644,-0.19819525847804584,27.454540434455417,-0.015578523190456176,6.2799309997793396,-0.18829739881691973
7Networks_LH_Default_pCunPCC_1,1.43924880027771,22.808534196806807,-0.6296897510652036,49.41449544979155,2.020261942246883,0.32130187633008833,5.267335469473552,8.658807191720458,1.1545752161420515,18.10067327352891,-0.9804002498612248,29.43040972742541,761.2970701554847,16.474814429518354,3.394738664087159,-0.592700115511275,12.456530353558176,-0.052490425275246125,7.098061531226587,-0.1420054888048994
7Networks_LH_Default_pCunPCC_2,1.3508447408676147,29.46993213047961,0.1745908312694904,58.997616265851214,2.4051410071770505,0.5673169466121205,4.967390091737007,10.392408895197509,1.3223213210893439,19.661456630071562,-0.26161175852214025,29.781555359273018,869.7516945899775,19.241359196862167,4.3064395593609595,1.6591252473513047,21.448826335220232,0.05161968266828111,7.367894452771728,0.1144750602356958
7Networks_RH_Vis_1,1.2954295873641968,47.748120295848885,-2.2245147210143785,38.8491059183903,1.919963820031126,0.3583595961695332,5.221134269019722,9.550567690931652,1.3335706607343156,16.286414655311223,1.3151144974575215,31.28430686521408,615.0230036887631,15.735548143513183,3.2296805381046854,-0.7312628157936334,18.578502215764797,-0.048505944004479475,6.195985615381262,-0.07789019703449616
7Networks_RH_Vis_2,1.435692310333252,25.99428084039048,-0.7272756168521839,49.04542257015305,1.88655631634476,0.4108734114690926,4.405338175163329,10.091414742467236,1.2713085072758528,15.328536515387446,0.1200084685799035,29.410093369903247,853.6421246091517,16.122379577049664,3.4117436663410534,-0.8071328901910724,10.369834553676059,0.0198341035380707,6.999604941432834,-0.17223555336729557
7Networks_RH_Vis_3,1.3439610004425049,33.92041130714125,-0.4180317464212488,55.29564475861807,2.2961571524274533,0.3893419958231636,3.8012921866714975,9.098890111873528,1.2885354576664805,14.266861054997996,0.871265007088349,28.070959584740844,726.5843622315207,15.131404923660613,3.9606058965518174,-0.1537216991880396,18.6194974597211,0.011594348164516703,6.2946469358441774,-0.19273129547329185
7Networks_RH_Vis_4,1.488763451576233,14.757012425078718,0.7092522784686116,50.590141309282586,1.5111647854854469,0.23086604418007609,4.139870144148794,8.317121846832944,1.16566143643471,8.172407284720222,-1.0952375652379047,25.388219773418076,747.0951740875743,14.265060359042476,3.6898803961957696,-2.07607684886892,3.1140485350061358,-0.02731469164649229,5.584921096120686,-0.42254646225386694
7Networks_RH_Vis_5,1.554404616355896,18.16917780427422,3.173987207913312,55.42091663182888,1.5269560310944652,0.490680525782844,5.858725470132925,9.300445228577843,1.0921536337857307,17.13495960507566,-1.0583053359799075,29.025115620958935,1009.418819169346,16.002392247705885,4.275359886762066,-0.47730401413635853,2.405500114255119,0.027320601903802894,7.239595518042906,-0.14052575840308912
7Networks_RH_Vis_6,1.5161671638488767,23.535882375235417,-0.9950470023459104,47.60562296871203,1.7261132523702811,0.3316123435822359,6.221252850211146,9.198065230751649,1.1189106560669548,14.330719026925829,-0.9458073472268524,29.3545769240505,812.4681993321618,15.29352422837462,3.162752726552266,-0.8966857260067278,6.817456464162668,-0.041562803196814685,6.703267644782707,-0.1751193514592074
7Networks_RH_Vis_7,1.4339563846588135,24.989462462225287,0.6103397466478897,55.298448473092,2.2538217906660036,0.30988190004566196,4.116309112370843,9.327460206817946,1.2392083398074114,10.355385966714753,-0.3479658894165076,26.403153604315232,739.122022921909,14.88416411951046,4.048958613719368,-0.39162691256617127,10.565812834288835,0.015860406422438605,6.131204729138464,-0.22479706101124144
7Networks_RH_Vis_8,1.4730323553085327,18.433515345056197,0.0677531465106789,48.308487834426025,1.7911306384961823,0.31720469822919173,4.839572225191451,8.78638218292629,1.1885139796236015,9.974062271495324,-0.796646063966271,24.264211166850135,714.1156353367585,13.792313036748485,3.8482668043882424,-0.7957820098671471,4.612623748499626,0.0016564341279006944,5.75605582100162,-0.29772611972699076
7Networks_RH_SomMot_1,1.4673638343811035,32.72875528124827,-0.15859947510932457,55.933132633095994,2.2661308193222007,0.4256294405192246,6.1077886965569315,9.776910821377141,1.3251494479109829,16.569950095786123,0.688783945428504,29.740581377670647,787.1729833795229,19.59953554211427,4.251993808286193,1.0130708342626105,17.709610754954436,0.10448395415014108,6.670339912896949,0.43713449156185213
7Networks_RH_SomMot_2,1.3916531801223755,31.059538005290133,-0.4568447192594832,49.28087551686955,2.1812781649074333,0.48064897744273705,8.355819915903025,10.526876388438705,1.2725251437373535,19.63354032648247,1.0687982280562607,34.29364461031827,870.535785792818,18.86500170914356,3.851702567624725,1.5990729952433005,24.587037531457927,0.11575583080530176,7.225452171479798,0.9039388341597632
7Networks_RH_SomMot_3,1.2756850719451904,32.253656328700366,0.5102550898116303,54.663358251679725,2.3587689551697393,0.4567520320881074,4.880620622616632,10.210857272450147,1.4115128986567118,14.146050395658214,0.35544290549443897,28.771326529285894,762.2796372545127,20.11540043375607,4.237977350724593,1.66177484820148,24.109932362091502,0.15576738223231337,6.334498319586171,0.35684197171039583
7Networks_RH_SomMot_4,1.477344989776611,21.802887233884874,0.6699091633439028,43.676568507975865,1.6514552149222912,0.273526051056931,3.9041201828790135,10.04774281604322,1.2817177061416796,10.4626731159979,-0.8367795746345059,26.57981831247356,666.2185581720897,17.763622452602643,3.561808032318984,-0.5137848422326704,14.541295083197786,0.14338084692844238,5.892978041508048,0.11819430228650016
7Networks_RH_SomMot_5,1.570974588394165,20.305354238588535,0.5244801469139544,41.29203306413346,1.4502805471420288,0.28240704424314883,3.695200692447707,10.625526079510935,1.211783032224834,10.147952862954256,-0.9508058489494864,26.078493495978933,639.8408411213144,16.901312214381612,3.284299372605476,-1.1326498286426154,13.520089751080665,0.1277071930299117,6.215883345341485,0.2173545331430238
7Networks_RH_SomMot_6,1.5884029865264893,16.25355436640593,-0.8366337704635446,37.569293304854135,1.4053599809561796,0.17637692906487276,4.022817845930133,9.245824157696125,1.1904491422702204,8.363886535877135,-1.244951597737966,23.910142507484487,576.5311914427667,15.02534578738532,3.0053572008708884,-2.1536554605623253,9.856180324258533,0.08504080660033575,5.661214565249851,-0.014591842275828444
